county,state,population,last_week_deaths,population/deaths(min 1)
Butts,Georgia,24936,14,17.8114
Hodgeman,Kansas,1794,0,17.94
Deuel,Nebraska,1794,0,17.94
Cheyenne,Colorado,1831,0,18.31
Garden,Nebraska,1837,0,18.37
Logan,North_Dakota,1850,0,18.5
Meagher,Montana,1862,0,18.62
Hamilton,Nebraska,9324,5,18.648
Armstrong,Texas,1887,0,18.87
Steele,North_Dakota,1890,0,18.9
Haakon,South_Dakota,1899,0,18.99
Gilliam,Oregon,1912,0,19.12
Boyd,Nebraska,1919,0,19.19
Edwards,Texas,1932,0,19.32
Oliver,North_Dakota,1959,0,19.59
Buffalo,South_Dakota,1962,0,19.62
Garfield,Nebraska,1969,0,19.69
Gosper,Nebraska,1990,0,19.9
Clark,Kansas,1994,0,19.94
Stanton,Kansas,2006,0,20.06
Judith_Basin,Montana,2007,0,20.07
Worth,Missouri,2013,0,20.13
Jerauld,South_Dakota,2013,0,20.13
Eureka,Nevada,2029,0,20.29
Early,Georgia,10190,5,20.38
Dolores,Colorado,2055,0,20.55
Mellette,South_Dakota,2061,0,20.61
Denali,Alaska,2097,0,20.97
Robertson,Kentucky,2108,0,21.08
Oldham,Texas,2112,0,21.12
Burke,North_Dakota,2115,0,21.15
Keweenaw,Michigan,2116,0,21.16
Wichita,Kansas,2119,0,21.19
Wheatland,Montana,2126,0,21.26
Cimarron,Oklahoma,2137,0,21.37
Menard,Texas,2138,0,21.38
Hoonah-Angoon,Alaska,2148,0,21.48
Potter,South_Dakota,2153,0,21.53
Culberson,Texas,2171,0,21.71
Towner,North_Dakota,2189,0,21.89
Highland,Virginia,2190,0,21.9
Dickens,Texas,2211,0,22.11
Adams,North_Dakota,2216,0,22.16
Miner,South_Dakota,2216,0,22.16
Garfield,Washington,2225,0,22.25
Griggs,North_Dakota,2231,0,22.31
Sedgwick,Colorado,2248,0,22.48
Divide,North_Dakota,2264,0,22.64
Grant,North_Dakota,2274,0,22.74
Jeff_Davis,Texas,2274,0,22.74
Eddy,North_Dakota,2287,0,22.87
Faulk,South_Dakota,2299,0,22.99
Quitman,Georgia,2299,0,22.99
Passaic,New_Jersey,501826,216,23.2327
Renville,North_Dakota,2327,0,23.27
Liberty,Montana,2337,0,23.37
Sanborn,South_Dakota,2344,0,23.44
Niobrara,Wyoming,2356,0,23.56
Greeley,Nebraska,2356,0,23.56
McPherson,South_Dakota,2379,0,23.79
Kiowa,Kansas,2475,0,24.75
Kidder,North_Dakota,2480,0,24.8
Graham,Kansas,2482,0,24.82
Rich,Utah,2483,0,24.83
McIntosh,North_Dakota,2497,0,24.97
Hettinger,North_Dakota,2499,0,24.99
Wrangell,Alaska,2502,0,25.02
Sheridan,Kansas,2521,0,25.21
Elk,Kansas,2530,0,25.3
Haines,Alaska,2530,0,25.3
Rawlins,Kansas,2530,0,25.3
Hamilton,Kansas,2539,0,25.39
Morton,Kansas,2587,0,25.87
Butte,Idaho,2597,0,25.97
Pawnee,Nebraska,2613,0,26.13
Frontier,Nebraska,2627,0,26.27
New_York,New_York,5803210,2209,26.2708
Gove,Kansas,2636,0,26.36
Chase,Kansas,2648,0,26.48
Harmon,Oklahoma,2653,0,26.53
Cheyenne,Kansas,2657,0,26.57
Wayne,Utah,2711,0,27.11
Concho,Texas,2726,0,27.26
Ness,Kansas,2750,0,27.5
Aurora,South_Dakota,2751,0,27.51
Ziebach,South_Dakota,2756,0,27.56
Hitchcock,Nebraska,2762,0,27.62
Schleicher,Texas,2793,0,27.93
Logan,Kansas,2794,0,27.94
Edwards,Kansas,2798,0,27.98
Trego,Kansas,2803,0,28.03
Clarendon,South_Carolina,33745,12,28.1208
Decatur,Kansas,2827,0,28.27
Clay,Georgia,2834,1,28.34
Fallon,Montana,2846,0,28.46
Cochran,Texas,2853,0,28.53
Perkins,South_Dakota,2865,0,28.65
Wilcox,Georgia,8635,3,28.7833
Jewell,Kansas,2879,0,28.79
Nelson,North_Dakota,2879,0,28.79
Perkins,Nebraska,2891,0,28.91
Collingsworth,Texas,2920,0,29.2
Douglas,South_Dakota,2921,0,29.21
Brown,Nebraska,2955,0,29.55
Lincoln,Kansas,2962,0,29.62
Hall,Texas,2964,0,29.64
Glascock,Georgia,2971,0,29.71
Franklin,Nebraska,2979,0,29.79
Sherman,Nebraska,3001,0,30.01
Sierra,California,3005,0,30.05
Essex,New_Jersey,798975,265,30.15
Sherman,Texas,3022,0,30.22
Bowman,North_Dakota,3024,0,30.24
Suffolk,Massachusetts,803907,265,30.3361
Rush,Kansas,3036,0,30.36
Baker,Georgia,3038,0,30.38
Norfolk,Massachusetts,706775,232,30.4644
Stanley,South_Dakota,3098,0,30.98
Mitchell,Georgia,21863,7,31.2329
Woodson,Kansas,3138,0,31.38
Hand,South_Dakota,3191,0,31.91
Jasper,Illinois,9610,3,32.0333
Foster,North_Dakota,3210,0,32.1
Morgan,Colorado,29068,9,32.2978
Lipscomb,Texas,3233,0,32.33
Union,New_Jersey,556341,172,32.3454
Emmons,North_Dakota,3241,0,32.41
Kemper,Mississippi,9742,3,32.4733
Chautauqua,Kansas,3250,0,32.5
Plymouth,Massachusetts,521202,160,32.5751
Traverse,Minnesota,3259,0,32.59
Shackelford,Texas,3265,0,32.65
Petersburg,Alaska,3266,1,32.66
Donley,Texas,3278,0,32.78
Sheridan,Montana,3309,0,33.09
Aleutians_East,Alaska,3337,0,33.37
Jackson,South_Dakota,3344,0,33.44
Bennett,South_Dakota,3365,0,33.65
Granite,Montana,3379,0,33.79
Harlan,Nebraska,3380,0,33.8
Coke,Texas,3387,0,33.87
Hampden,Massachusetts,466372,137,34.0418
Osborne,Kansas,3421,0,34.21
Pickaway,Ohio,58457,17,34.3865
Real,Texas,3452,0,34.52
Hanson,South_Dakota,3453,0,34.53
Crockett,Texas,3464,0,34.64
Webster,Nebraska,3487,0,34.87
Baylor,Texas,3509,0,35.09
Nance,Nebraska,3519,0,35.19
Middlesex,Massachusetts,1611699,457,35.2669
Catron,New_Mexico,3527,1,35.27
Baca,Colorado,3581,0,35.81
Roger_Mills,Oklahoma,3583,0,35.83
Smith,Kansas,3583,0,35.83
Adams,Iowa,3602,0,36.02
Mercer,Missouri,3617,0,36.17
Kimball,Nebraska,3632,0,36.32
Upton,Texas,3657,0,36.57
Knox,Texas,3664,0,36.64
Kinney,Texas,3667,0,36.67
Essex,Massachusetts,789034,215,36.6993
Bergen,New_Jersey,932202,253,36.8459
Harper,Oklahoma,3688,0,36.88
Clark,South_Dakota,3736,0,37.36
Sweet_Grass,Montana,3737,0,37.37
Lake_of_the_Woods,Minnesota,3740,0,37.4
Cavalier,North_Dakota,3762,0,37.62
Jefferson,Illinois,37684,10,37.684
Sutton,Texas,3776,0,37.76
Lyman,South_Dakota,3781,0,37.81
Hemphill,Texas,3819,0,38.19
Hardin,Illinois,3821,0,38.21
Edmunds,South_Dakota,3829,0,38.29
Fisher,Texas,3830,0,38.3
Wells,North_Dakota,3834,0,38.34
Hall,Nebraska,61353,16,38.3456
Kearny,Kansas,3838,0,38.38
Lewis,Idaho,3838,0,38.38
Adair,Kentucky,19202,5,38.404
Reagan,Texas,3849,0,38.49
Ellis,Oklahoma,3859,0,38.59
Costilla,Colorado,3887,0,38.87
Sargent,North_Dakota,3898,0,38.98
Somerset,New_Jersey,328934,84,39.1588
Chase,Nebraska,3924,0,39.24
Hardeman,Texas,3933,0,39.33
Phillips,Montana,3954,0,39.54
Knox,Missouri,3959,0,39.59
Haskell,Kansas,3968,0,39.68
Pierce,North_Dakota,3975,0,39.75
Norton,Virginia,3981,0,39.81
Columbia,Washington,3985,0,39.85
Turner,Georgia,7985,2,39.925
Echols,Georgia,4006,0,40.06
Tyrrell,North_Carolina,4016,0,40.16
Meade,Kansas,4033,0,40.33
LaMoure,North_Dakota,4046,0,40.46
Red_Lake,Minnesota,4055,0,40.55
Union,New_Mexico,4059,0,40.59
Jackson,West_Virginia,28576,7,40.8229
Corson,South_Dakota,4086,0,40.86
Storey,Nevada,4123,0,41.23
Bath,Virginia,4147,0,41.47
Nuckolls,Nebraska,4148,0,41.48
Stafford,Kansas,4156,0,41.56
Valley,Nebraska,4158,0,41.58
Pope,Illinois,4177,0,41.77
Gregory,South_Dakota,4185,0,41.85
Hidalgo,New_Mexico,4198,0,41.98
Sumter,Georgia,29524,7,42.1771
Hancock,Georgia,8457,2,42.285
Sioux,North_Dakota,4230,0,42.3
Holmes,Mississippi,17010,4,42.525
Phillips,Colorado,4265,0,42.65
Terrell,Georgia,8531,2,42.655
Mason,Texas,4274,0,42.74
Chickasaw,Mississippi,17103,4,42.7575
Adams,Idaho,4294,0,42.94
Florence,Wisconsin,4295,0,42.95
Kittson,Minnesota,4298,0,42.98
Guadalupe,New_Mexico,4300,0,43
Custer,Idaho,4315,0,43.15
Sharkey,Mississippi,4321,0,43.21
Grant,Oklahoma,4333,0,43.33
Tensas,Louisiana,4334,0,43.34
Kimble,Texas,4337,0,43.37
Pointe_Coupee,Louisiana,21730,5,43.46
Deuel,South_Dakota,4351,0,43.51
Hartford,Connecticut,891720,204,43.7118
Hickman,Kentucky,4380,0,43.8
Mineral,Montana,4397,0,43.97
Holt,Missouri,4403,0,44.03
West_Baton_Rouge,Louisiana,26465,6,44.1083
Hot_Springs,Wyoming,4413,0,44.13
Owsley,Kentucky,4415,0,44.15
Hamilton,New_York,4416,0,44.16
Dunn,North_Dakota,4424,0,44.24
Barber,Kansas,4427,0,44.27
Jackson,Kentucky,13329,3,44.43
Cameron,Pennsylvania,4447,0,44.47
Wahkiakum,Washington,4488,0,44.88
Mineral,Nevada,4505,0,45.05
Mora,New_Mexico,4521,0,45.21
Oneida,Idaho,4531,0,45.31
Menominee,Wisconsin,4556,0,45.56
Musselshell,Montana,4633,0,46.33
Middlesex,New_Jersey,825062,178,46.3518
Republic,Kansas,4636,0,46.36
Morrill,Nebraska,4642,0,46.42
Schuyler,Missouri,4660,0,46.6
Furnas,Nebraska,4676,0,46.76
Putnam,Missouri,4696,0,46.96
Toole,Montana,4736,0,47.36
Calhoun,Illinois,4739,0,47.39
Muscatine,Iowa,42664,9,47.4044
Carlisle,Kentucky,4760,0,47.6
East_Feliciana,Louisiana,19135,4,47.8375
Warren,New_Jersey,105267,22,47.8486
Crane,Texas,4797,0,47.97
Scott,Kansas,4823,0,48.23
Gallatin,Illinois,4828,0,48.28
Dickey,North_Dakota,4872,0,48.72
Wayne,Michigan,1749343,359,48.7282
Mills,Texas,4873,0,48.73
Hudspeth,Texas,4886,0,48.86
Dewey,Oklahoma,4891,0,48.91
Ringgold,Iowa,4894,0,48.94
Scotland,Missouri,4902,0,49.02
Washington,Colorado,4908,0,49.08
Orange,Indiana,19646,4,49.115
Dillingham,Alaska,4916,0,49.16
Rooks,Kansas,4920,0,49.2
Marshall,South_Dakota,4935,0,49.35
Rockland,New_York,325789,66,49.362
Hyde,North_Carolina,4937,0,49.37
Kingsbury,South_Dakota,4939,0,49.39
Scott,Illinois,4951,0,49.51
Ouray,Colorado,4952,0,49.52
Big_Stone,Minnesota,4991,0,49.91
Thayer,Nebraska,5003,0,50.03
Monroe,Mississippi,35252,7,50.36
Pickett,Tennessee,5048,0,50.48
Garfield,Utah,5051,0,50.51
Wheeler,Texas,5056,0,50.56
Custer,Colorado,5068,0,50.68
Johnson,Nebraska,5071,0,50.71
Ocean,New_Jersey,607186,119,51.024
Delaware,Pennsylvania,566747,111,51.0583
Craig,Virginia,5131,0,51.31
Atchison,Missouri,5143,0,51.43
Lincoln,Nevada,5183,0,51.83
Wilcox,Alabama,10373,2,51.865
Calhoun,Arkansas,5189,0,51.89
Boone,Nebraska,5192,0,51.92
Jim_Hogg,Texas,5200,0,52
Polk,Nebraska,5213,0,52.13
Ransom,North_Dakota,5218,0,52.18
Yukon-Koyukuk,Alaska,5230,0,52.3
Phillips,Kansas,5234,0,52.34
Sheridan,Nebraska,5246,0,52.46
Warren,Georgia,5254,0,52.54
Schley,Georgia,5257,0,52.57
Brule,South_Dakota,5297,0,52.97
Beaver,Oklahoma,5311,0,53.11
Fairfield,Connecticut,943332,177,53.2956
Delta,Texas,5331,0,53.31
Pulaski,Illinois,5335,0,53.35
Stark,Illinois,5342,0,53.42
Emporia,Virginia,5346,1,53.46
St._John_the_Baptist,Louisiana,42837,8,53.5462
Norton,Kansas,5361,0,53.61
Lincoln,Idaho,5366,0,53.66
Montgomery,Pennsylvania,830915,154,53.9555
Hansford,Texas,5399,0,53.99
Sussex,New_Jersey,140488,26,54.0338
Washington,Kansas,5406,0,54.06
Day,South_Dakota,5424,0,54.24
Walworth,South_Dakota,5435,0,54.35
Harper,Kansas,5436,0,54.36
Tripp,South_Dakota,5441,0,54.41
Fillmore,Nebraska,5462,0,54.62
Cook,Minnesota,5463,0,54.63
Morris,New_Jersey,491845,90,54.6494
Assumption,Louisiana,21891,4,54.7275
Stevens,Kansas,5485,0,54.85
Coal,Oklahoma,5495,0,54.95
Audubon,Iowa,5496,0,54.96
Mahnomen,Minnesota,5527,0,55.27
Lander,Nevada,5532,0,55.32
Covington,Virginia,5538,0,55.38
Hartley,Texas,5576,0,55.76
Bent,Colorado,5577,0,55.77
McCook,South_Dakota,5586,0,55.86
Morris,Kansas,5620,0,56.2
Aleutians_West,Alaska,5634,0,56.34
San_Juan,New_Mexico,123958,22,56.3445
Chouteau,Montana,5635,0,56.35
Dixon,Nebraska,5636,0,56.36
Lincoln,Minnesota,5639,0,56.39
Haskell,Texas,5658,0,56.58
Cotton,Oklahoma,5666,0,56.66
Greensville,Virginia,11336,2,56.68
Iron,Wisconsin,5687,0,56.87
Cherry,Nebraska,5689,0,56.89
Lincoln,Colorado,5701,0,57.01
Alfalfa,Oklahoma,5702,0,57.02
Ottawa,Kansas,5704,0,57.04
Floyd,Texas,5712,0,57.12
Greer,Oklahoma,5712,0,57.12
Miller,Georgia,5718,0,57.18
Ontonagon,Michigan,5720,0,57.2
Washington,Oklahoma,51527,9,57.2522
Worcester,Massachusetts,830622,145,57.2843
Crosby,Texas,5737,0,57.37
Putnam,Illinois,5739,0,57.39
McHenry,North_Dakota,5745,0,57.45
Alexander,Illinois,5761,0,57.61
Martin,Texas,5771,0,57.71
Wirt,West_Virginia,5821,0,58.21
Dougherty,Georgia,87956,15,58.6373
Van_Buren,Tennessee,5872,0,58.72
Ohio,Indiana,5875,0,58.75
Dewey,South_Dakota,5892,0,58.92
Pondera,Montana,5911,0,59.11
Sherman,Kansas,5917,0,59.17
Stanton,Nebraska,5920,0,59.2
Carson,Texas,5926,0,59.26
Shelby,Missouri,5930,0,59.3
Hudson,New_Jersey,672391,113,59.5036
Lynn,Texas,5951,0,59.51
Osceola,Iowa,5958,0,59.58
Noble,Indiana,47744,8,59.68
Fulton,Kentucky,5969,0,59.69
Grant,Minnesota,5972,0,59.72
Mitchell,Kansas,5979,0,59.79
Carter,Missouri,5982,0,59.82
Greenwood,Kansas,5982,0,59.82
Gray,Kansas,5988,0,59.88
Jefferson,Oklahoma,6002,0,60.02
Mercer,New_Jersey,367430,61,60.2344
San_Saba,Texas,6055,0,60.55
Crowley,Colorado,6061,0,60.61
Sullivan,Pennsylvania,6066,0,60.66
Sullivan,Missouri,6089,0,60.89
Ellsworth,Kansas,6102,0,61.02
Taylor,Iowa,6121,0,61.21
Westchester,New_York,967506,158,61.2346
Bear_Lake,Idaho,6125,0,61.25
Teton,Montana,6147,0,61.47
Essex,Vermont,6163,0,61.63
Hamlin,South_Dakota,6164,0,61.64
Calhoun,Georgia,6189,1,61.89
Talbot,Georgia,6195,0,61.95
Clay,Nebraska,6203,0,62.03
Prince_of_Wales-Hyder,Alaska,6203,0,62.03
Wilkin,Minnesota,6207,1,62.07
Sumter,Alabama,12427,2,62.135
Luce,Michigan,6229,0,62.29
Garza,Texas,6229,0,62.29
Broadwater,Montana,6237,0,62.37
New_Haven,Connecticut,854757,137,62.391
Gilpin,Colorado,6243,0,62.43
Reynolds,Missouri,6270,0,62.7
Bland,Virginia,6280,0,62.8
Bottineau,North_Dakota,6282,0,62.82
Antelope,Nebraska,6298,0,62.98
Shelby,Texas,25274,4,63.185
Woodruff,Arkansas,6320,0,63.2
Rio_Blanco,Colorado,6324,0,63.24
Galax,Virginia,6347,0,63.47
Northampton,Pennsylvania,305285,48,63.601
Norman,Minnesota,6375,0,63.75
Spink,South_Dakota,6376,0,63.76
Edwards,Illinois,6395,0,63.95
Pawnee,Kansas,6414,0,64.14
Surry,Virginia,6422,0,64.22
Wayne,Iowa,6441,0,64.41
Howard,Nebraska,6445,0,64.45
Burt,Nebraska,6459,0,64.59
Buena_Vista,Virginia,6478,0,64.78
McKinley,New_Mexico,71367,11,64.8791
Moore,Tennessee,6488,0,64.88
Menifee,Kentucky,6489,0,64.89
Kearney,Nebraska,6495,0,64.95
Iberville,Louisiana,32511,5,65.022
Lafourche,Louisiana,97614,15,65.076
Gentry,Missouri,6571,0,65.71
Bristol,Massachusetts,565217,86,65.7229
Moody,South_Dakota,6576,0,65.76
Brown,Illinois,6578,0,65.78
Upson,Georgia,26320,4,65.8
Washington,Louisiana,46194,7,65.9914
Grayson,Kentucky,26427,4,66.0675
Cumberland,Kentucky,6614,0,66.14
Clinch,Georgia,6618,0,66.18
Pocahontas,Iowa,6619,0,66.19
Hancock,Tennessee,6620,0,66.2
Stewart,Georgia,6621,0,66.21
Lac_qui_Parle,Minnesota,6623,0,66.23
Lafayette,Arkansas,6624,1,66.24
Decatur,Indiana,26559,4,66.3975
Henderson,Illinois,6646,0,66.46
Daviess,Indiana,33351,5,66.702
Blaine,Montana,6681,0,66.81
Dooly,Georgia,13390,2,66.95
Monroe,Arkansas,6701,0,67.01
Presidio,Texas,6704,0,67.04
Beaver,Utah,6710,0,67.1
Fall_River,South_Dakota,6713,0,67.13
Nassau,New_York,1356924,202,67.1745
Pershing,Nevada,6725,0,67.25
Orleans,New_York,40352,6,67.2533
Schuyler,Illinois,6768,0,67.68
Randolph,Georgia,6778,1,67.78
Quitman,Mississippi,6792,0,67.92
Clark,Missouri,6797,0,67.97
Pembina,North_Dakota,6801,0,68.01
Saguache,Colorado,6824,0,68.24
Benson,North_Dakota,6832,0,68.32
Tucker,West_Virginia,6839,0,68.39
Russell,Kansas,6856,0,68.56
Ida,Iowa,6860,0,68.6
East_Carroll,Louisiana,6861,0,68.61
Powell,Montana,6890,0,68.9
Southeast_Fairbanks,Alaska,6893,0,68.93
Huerfano,Colorado,6897,0,68.97
Treutlen,Georgia,6901,0,69.01
Bon_Homme,South_Dakota,6901,0,69.01
Weston,Wyoming,6927,0,69.27
Wabaunsee,Kansas,6931,0,69.31
Refugio,Texas,6948,0,69.48
Fremont,Iowa,6960,0,69.6
Charles_City,Virginia,6963,0,69.63
Pendleton,West_Virginia,6969,0,69.69
Nemaha,Nebraska,6972,0,69.72
Cameron,Louisiana,6973,0,69.73
Moore,Texas,20940,3,69.8
Bucks,Pennsylvania,628270,90,69.8078
Jefferson,Mississippi,6990,0,69.9
Orange,New_York,384940,55,69.9891
Bailey,Texas,7000,0,70
Dallas,Arkansas,7009,0,70.09
Lake,Tennessee,7016,0,70.16
Lucas,Ohio,428348,61,70.221
King_and_Queen,Virginia,7025,0,70.25
Suffolk,New_York,1476601,210,70.3143
Van_Buren,Iowa,7044,0,70.44
Jefferson,Nebraska,7046,0,70.46
Grant,South_Dakota,7052,0,70.52
Union,Indiana,7054,0,70.54
Burlington,New_Jersey,445349,63,70.6903
Brooks,Texas,7093,0,70.93
Kit_Carson,Colorado,7097,0,70.97
Alpena,Michigan,28405,4,71.0125
Calhoun,West_Virginia,7109,0,71.09
Pierce,Nebraska,7148,0,71.48
Grant,Kansas,7150,0,71.5
Kingman,Kansas,7152,0,71.52
Adair,Iowa,7152,0,71.52
Caribou,Idaho,7155,0,71.55
Wolfe,Kentucky,7157,0,71.57
Grant,Oregon,7199,0,71.99
Wallowa,Oregon,7208,0,72.08
Thurston,Nebraska,7224,0,72.24
Grand_Isle,Vermont,7235,0,72.35
Forest,Pennsylvania,7247,0,72.47
Tillman,Oklahoma,7250,0,72.5
Nicholas,Kentucky,7269,0,72.69
Dallam,Texas,7287,0,72.87
Pepin,Wisconsin,7287,0,72.87
Hutchinson,South_Dakota,7291,0,72.91
Childress,Texas,7306,0,73.06
Hampshire,Massachusetts,160830,22,73.1045
Tippah,Mississippi,22015,3,73.3833
Rappahannock,Virginia,7370,0,73.7
Worth,Iowa,7381,0,73.81
Harney,Oregon,7393,0,73.93
Valley,Montana,7396,0,73.96
Swisher,Texas,7397,0,73.97
Lee,Kentucky,7403,0,74.03
Chariton,Missouri,7426,0,74.26
Lexington,Virginia,7446,0,74.46
Shelby,Indiana,44729,6,74.5483
Pleasants,West_Virginia,7460,0,74.6
Elliott,Kentucky,7517,0,75.17
La_Salle,Texas,7520,0,75.2
Castro,Texas,7530,0,75.3
Monmouth,New_Jersey,618795,82,75.4628
Dade,Missouri,7561,0,75.61
Crook,Wyoming,7584,0,75.84
Doniphan,Kansas,7600,0,76
Clay,Tennessee,7615,0,76.15
Northwest_Arctic,Alaska,7621,0,76.21
Ferry,Washington,7627,0,76.27
Major,Oklahoma,7629,0,76.29
Goliad,Texas,7658,0,76.58
Power,Idaho,7681,0,76.81
Monroe,Iowa,7707,0,77.07
Franklin,Mississippi,7713,1,77.13
Newton,Arkansas,7753,0,77.53
Merrick,Nebraska,7755,0,77.55
Thomas,Kansas,7777,0,77.77
Washakie,Wyoming,7805,0,78.05
Gilmer,West_Virginia,7823,0,78.23
Boise,Idaho,7831,0,78.31
Claiborne,Louisiana,15670,2,78.35
Wheeler,Georgia,7855,0,78.55
Anderson,Kansas,7858,0,78.58
Richardson,Nebraska,7865,0,78.65
Lake,Oregon,7869,0,78.69
Decatur,Iowa,7870,0,78.7
Jackson,Louisiana,15744,2,78.72
Searcy,Arkansas,7881,0,78.81
Kane,Utah,7886,0,78.86
Ballard,Kentucky,7888,0,78.88
Lincoln,Georgia,7921,0,79.21
Pearl_River,Mississippi,55535,7,79.3357
Macomb,Michigan,873972,110,79.452
Cleveland,Arkansas,7956,0,79.56
Franklin_City,Virginia,7967,1,79.67
McCulloch,Texas,7984,0,79.84
Clay,Kansas,8002,1,80.02
Winkler,Texas,8010,0,80.1
Butler,Nebraska,8016,0,80.16
Taylor,Georgia,8020,0,80.2
Lemhi,Idaho,8027,0,80.27
Keith,Nebraska,8034,0,80.34
Traill,North_Dakota,8036,0,80.36
Prairie,Arkansas,8062,0,80.62
Humphreys,Mississippi,8064,0,80.64
Perry,Tennessee,8076,0,80.76
Nez_Perce,Idaho,40408,5,80.816
Seminole,Georgia,8090,0,80.9
Schoolcraft,Michigan,8094,0,80.94
Greene,Alabama,8111,1,81.11
Webster,West_Virginia,8114,0,81.14
Hamilton,Illinois,8116,0,81.16
Twiggs,Georgia,8120,0,81.2
Lake,Colorado,8127,0,81.27
Atkinson,Georgia,8165,1,81.65
Shannon,Missouri,8166,0,81.66
Coleman,Texas,8175,0,81.75
San_Miguel,Colorado,8179,0,81.79
Coffey,Kansas,8179,1,81.79
Mercer,North_Dakota,8187,0,81.87
Marion,Mississippi,24573,3,81.91
Murray,Minnesota,8194,0,81.94
Beaver,Pennsylvania,163929,20,81.9645
Houston,Tennessee,8201,0,82.01
Conejos,Colorado,8205,0,82.05
Baraga,Michigan,8209,0,82.09
Lyon,Kentucky,8210,0,82.1
Choctaw,Mississippi,8210,0,82.1
St._Landry,Louisiana,82124,10,82.124
San_Augustine,Texas,8237,0,82.37
Oscoda,Michigan,8241,0,82.41
Pocahontas,West_Virginia,8247,0,82.47
Nevada,Arkansas,8252,0,82.52
Quay,New_Mexico,8253,0,82.53
Benton,Mississippi,8259,0,82.59
Warren,Indiana,8265,0,82.65
Lancaster,Pennsylvania,545724,66,82.6855
Daviess,Missouri,8278,0,82.78
Saginaw,Michigan,190539,23,82.843
Bracken,Kentucky,8303,0,83.03
Chambers,Alabama,33254,4,83.135
Kusilvak,Alaska,8314,0,83.14
Johnson,Indiana,158167,19,83.2458
Knox,Nebraska,8332,0,83.32
Harrison,Missouri,8352,0,83.52
Jefferson,Arkansas,66824,8,83.53
Liberty,Florida,8354,0,83.54
Marion,Georgia,8359,0,83.59
Iosco,Michigan,25127,3,83.7567
Philadelphia,Pennsylvania,1584064,189,83.8129
Turner,South_Dakota,8384,0,83.84
Platte,Wyoming,8393,0,83.93
Cedar,Nebraska,8402,0,84.02
Lee,South_Carolina,16828,2,84.14
Lafayette,Florida,8422,0,84.22
Graham,North_Carolina,8441,0,84.41
Red_River,Louisiana,8442,1,84.42
Johnson,Wyoming,8445,0,84.45
Doddridge,West_Virginia,8448,0,84.48
Hamilton,Texas,8461,0,84.61
Putnam,Ohio,33861,4,84.6525
Trimble,Kentucky,8471,0,84.71
Sitka,Alaska,8493,0,84.93
Clay,West_Virginia,8508,0,85.08
Wilson,Kansas,8525,0,85.25
Lincoln,Mississippi,34153,4,85.3825
Mitchell,Texas,8545,0,85.45
Middlesex,Connecticut,162436,19,85.4926
Archer,Texas,8553,0,85.53
Caddo,Louisiana,240204,28,85.7871
Dawes,Nebraska,8589,0,85.89
Tyler,West_Virginia,8591,0,85.91
Madison,Montana,8600,0,86
Lucas,Iowa,8600,0,86
Dawson,Montana,8613,0,86.13
Monona,Iowa,8615,0,86.15
Wilkinson,Mississippi,8630,0,86.3
Monroe,Missouri,8644,0,86.44
Orleans,Louisiana,390144,45,86.6987
Jenkins,Georgia,8676,0,86.76
Carroll,Missouri,8679,0,86.79
Colonial_Heights,Virginia,17370,2,86.85
Allendale,South_Carolina,8688,0,86.88
Maries,Missouri,8697,0,86.97
Kiowa,Oklahoma,8708,0,87.08
Franklin,North_Carolina,69685,8,87.1062
Yoakum,Texas,8713,0,87.13
Hancock,Kentucky,8722,0,87.22
Iberia,Louisiana,69830,8,87.2875
Benton,Indiana,8748,0,87.48
Clearwater,Idaho,8756,0,87.56
Franklin,Massachusetts,70180,8,87.725
Cloud,Kansas,8786,0,87.86
Woods,Oklahoma,8793,0,87.93
Crittenden,Kentucky,8806,0,88.06
Clearwater,Minnesota,8818,0,88.18
Mathews,Virginia,8834,0,88.34
Modoc,California,8841,0,88.41
Cuming,Nebraska,8846,0,88.46
Lee,Arkansas,8857,0,88.57
Gallatin,Kentucky,8869,0,88.69
Palo_Alto,Iowa,8886,0,88.86
Greene,Iowa,8888,0,88.88
Vance,North_Carolina,44535,5,89.07
Cheyenne,Nebraska,8910,0,89.1
Perry,Alabama,8923,0,89.23
Jack,Texas,8935,0,89.35
Rosebud,Montana,8937,0,89.37
Wilkinson,Georgia,8954,0,89.54
Washington,Texas,35882,4,89.705
Custer,South_Dakota,8972,0,89.72
Montgomery,Arkansas,8986,0,89.86
Claiborne,Mississippi,8988,0,89.88
Davis,Iowa,9000,0,90
Forest,Wisconsin,9004,0,90.04
Caldwell,Missouri,9020,0,90.2
Richmond,Virginia,9023,0,90.23
Phelps,Nebraska,9034,0,90.34
District_of_Columbia,District_of_Columbia,705749,78,90.4806
Habersham,Georgia,45328,5,90.656
Alger,Michigan,9108,0,91.08
Hillsdale,Michigan,45605,5,91.21
Pipestone,Minnesota,9126,0,91.26
Somervell,Texas,9128,0,91.28
Deer_Lodge,Montana,9140,0,91.4
Howard,Iowa,9158,0,91.58
Pratt,Kansas,9164,0,91.64
Montgomery,Georgia,9172,0,91.72
Ozark,Missouri,9174,0,91.74
Clay,Minnesota,64222,7,91.7457
Appling,Georgia,18386,2,91.93
Livingston,Kentucky,9194,0,91.94
Valdez-Cordova,Alaska,9202,0,92.02
Brewster,Texas,9203,0,92.03
McLean,Kentucky,9207,0,92.07
Emmet,Iowa,9208,0,92.08
Barnstable,Massachusetts,212990,23,92.6043
Swift,Minnesota,9266,0,92.66
